CodProfesionUOficio,Descripción,"Estado (1-Inactivo, 2- Activo)"
2164,Asistente de maestro de enseñanza preescolar,2
2165,Asistente de enseñanza especial,2
2166,Asistente de enseñanza secundaria,2
2167,Encargado de adiestramiento O.I.J.,2
2168,Instructor  policial,2
2169,Profesor del INA (sin con título universitario),2
2170,Instructor del INA (sin con título universitario),2
2171,Profesor de  clases particulares,2
2172,Profesor particular de matemática,2
2173,Profesor particular en ciencias,2
2174,Profesor particular ,2
2175,Profesor particular que prepara aplazados,2
2176,Profesor de  clases individuales de computación ,2
2177,Profesor particular de computación,2
2178,Profesor de clases particulares,2
2179,Agente de publicidad,2
2180,Asistente de publicidad,2
2181,Asistente de relaciones públicas,2
2182,Técnico en publicidad,2
2183,Técnico en relaciones públicas,2
2184,Asistente en antropología,2
2185,Asistente en geografía,2
2186,Técnico en antropología,2
2187,Técnico en geografía,2
2188,Técnico en sociología,2
2189,Técnico profesional en antropología,2
2190,Técnico profesional en arqueología,2
2191,Asistente de ciencias políticas,2
2192,Asistente en historia,2
2193,Técnico en ciencias políticas,2
2194,Técnico en historia,2
2195,Técnico profesional de historia,2
2196,Asistente de filosofía,2
2197,Asistente de filología,2
2198,Asistente de intérpretes,2
2199,Asistente de lingüística,2
2200,Asistente de traductor,2
2201,Técnico en filología,2
2202,Técnico de intérprete,2
2203,Técnico en lingüística,2
2204,Técnico en traducción,2
2205,Asistente en psicología,2
2206,Técnico en psicología,2
2207,Técnico profesional de psicología,2
2208,Asistente de comunicación,2
2209,Corresponsal de medios de información,2
2210,Técnico en periodismo,2
2211,Corresponsal de prensa,2
2212,Asistente de prensa ,2
2213,Asistente de planificación social,2
2214,Técnico en planificación ,2
2215,Asistente en relaciones internacionales,2
2216,Técnico en relaciones internacionales,2
2217,Técnico en planificación social ,2
2218,Asistente de promoción social,2
2219,Técnico profesional de planificación social,2
2220,Técnico de planificación social,2
2221,Técnico de promoción social,2
2222,Oficinista,2
2223,Oficinista general,2
2224,Empleado de oficina  general ,2
2225,Empleado de oficina,2
2226,Asistente administrativo,2
2227,Auxiliar de oficina ,2
2228,Secretario,2
2229,Secretaria,2
2230,Secretario mecanógrafo,2
2231,Secretario operador de máquinas de tratamiento de texto,2
2232,Ayudante de secretaria,2
2233,Levantador de texto de artes gráficas,2
2234,Levantador de textos / imprenta,2
2235,Mecanógrafo,2
2236,Mecanógrafo de taquigrafía,2
2237,Mecanógrafo de textos,2
2238,Operador de máquina de tratamiento de texto,2
2239,Operador de radiolocalizadores,2
2240,Operador de telefax,2
2241,Operador de telégrafo,2
2242,Operador de teleimpresora,2
2243,Taquígrafo,2
2244,Taquimecanógrafo,2
2245,Teletipista de télex,2
2246,Levantador de textos,2
2247,Estenógrafo,2
2248,Digitador de base de datos,2
2249,Digitador de datos estadísticos,2
2250,Registrador de datos / computadora,2
2251,Transcriptor de datos / computadora,2
2252,Operador de entrada de datos,2
2253,Empleado de  entrada de datos,2
2254,Operador ingreso de datos ,2
2255,Digitador,2
2256,Cajero de banco,2
2257,Cajero de depósitos,2
2258,Empleado de ventanilla de banco,2
2259,Cajero de correos,2
2260,Cajero en empresa financiera,2
2261,Cajero de casa de cambio de monedas,2
2262,Cajero de casa de cambio,2
2263,Receptor de apuestas,2
2264,Corredor de apuestas,2
2265,Croupier de sala de juego,2
2266,Dealer de casino,2
2267,Dealer de juegos de azar de turnos,2
2268,Quinielero,2
2269,Recibidor de apuestas,2
2270,Recibidor de apuestas mutuas,2
2271,Cajero de apuestas,2
2272,Croupier,2
2273,Prestamista de dinero,2
2274,Prestamista prendario,2
2275,Cobrador,2
2276,Cobrador de alquileres,2
2277,Cobrador de deudas,2
2278,Cobrador de donativos / obras de caridad,2
2279,Cobrador de facturas,2
2280,Gestor de cobros de servicios públicos,2
2281,Empleado de agencia de viajes,2
2282,Empleado de viajes,2
2283,Empleado de viajes / ferrocarriles,2
2284,Empleado de viajes / líneas aéreas,2
2285,Agente de turismo,2
2286,Agente de viajes,2
2287,Consejero de turismo,2
2288,Counter,2
2289,Organizador de viajes,2
2290,Promotor turístico,2
2291,Organizador de tours,2
2292,Operador de  centro de llamadas información,2
2293,Empleado de centro de llamadas información,2
2294,Empleado de centro de llamadas de apuestas,2
2295,Operador de centro de llamadas de apuestas,2
2296,Operador de call center información,2
2297,Operador de call center apuestas,2
2298,Operador de recepción de denuncias,2
2299,Operador bilingüe de call center,2
2300,Telefonista de call center,2
2301,Operador de call center,2
2302,Operador de central telefónica,2
2303,Telefonista,2
2304,Encargado de reservaciones / hotel,2
2305,Recepcionista de hotel,2
2306,Encargado de recepción hotel,2
2307,Empleado de  información,2
2308,Empleado de ventanilla información,2
2309,Atención al cliente en ventanilla ,2
2310,Encargado de atención al cliente en ventanilla ,2
2311,Empleado atención al cliente en ventanilla ,2
2312,Recepcionista,2
2313,Recepcionista de proveeduría,2
2314,Encuestador,2
2315,Entrevistador de estudios de mercado,2
2316,Entrevistador de encuestas,2
2317,Recopilador de datos,2
2318,Supervisor de campo / encuestas,2
2319,Enumerador,2
2320,Encuestador telefónico,2
2321,Encuestador por teléfono,2
2322,Recepcionista de hospital,2
2323,Recepcionista de ingresos hospitalarios,2
2324,Asistente de tesorería,2
2325,Clasificador de dinero,2
2326,Empleado de apertura de cuentas,2
2327,Empleado de cálculo de costos,2
2328,Empleado de cálculo de presupuestos,2
2329,Empleado de contabilidad,2
2330,Empleado de contabilidad / cálculo de costos,2
2331,Empleado de contabilidad / cálculo de intereses,2
2332,Empleado de contabilidad / cuentas corrientes,2
2333,Empleado de contabilidad / descuentos,2
2334,Empleado de contabilidad / estimaciones,2
2335,Empleado de contabilidad / verificación,2
2336,Empleado de facturas,2
2337,Empleado de registro de títulos y acciones,2
2338,Empleado de subastas,2
2339,Empleado de teneduría de libros,2
2340,Empleado de tesorería,2
2341,Empleado de venta de cheques / banco,2
2342,Encargado de consulta de cheques,2
2343,Encargado de ventas de cheques,2
2344,Facturador,2
2345,Asistente de auditoría,2
2346,Asistente de caja,2
2347,Asistente de pagos,2
2348,Asistente de presupuesto,2
2349,Auxiliar de confección cheques,2
2350,Auxiliar de control de pagos,2
2351,Auxiliar de pago,2
2352,Auxiliar de pago / importaciones,2
2353,Auxiliar de tesorería,2
2354,Auxiliar de trámites de pago,2
2355,Ayudante contable,2
2356,Encargado de activos fijos,2
2357,Empleados de contabilidad y cálculo de costos,2
2358,Empleado  de bancos,2
2359,Empleado de bolsa,2
2360,Empleado de créditos,2
2361,Empleado de finanzas,2
2362,Empleado de hipotecas,2
2363,Empleado de inversiones,2
2364,Empleado de oficina de impuestos / sellos y timbres,2
2365,Empleado de registro de títulos y acciones,2
2366,Empleado de servicios financieros,2
2367,Empleado de valores,2
2368,Empleado actuarial,2
2369,Empleado de estadística,2
2370,Empleado de seguros,2
2371,Empleado de pago de nóminas,2
2372,Empleado de pago de salarios,2
2373,Pagador de empresa,2
2374,Pagador de planillas,2
2375,Planillero,2
2376,Empleado de cálculo de salarios,2
2377,Bodeguero,2
2378,Chequeador de cantidades / materia prima,2
2379,Chequeador de cantidades / productos,2
2380,Despachador de almacén,2
2381,Empleado de abastecimiento,2
2382,Empleado de control de peso,2
2383,Empleado de despacho,2
2384,Empleado de existencias,2
2385,Empleado de existencias / control de registros ,2
2386,Empleado de existencias / inventario,2
2387,Empleado de expedición de mercadería,2
2388,Empleado de recepción de mercadería,2
2389,Empleado de servicio de almacenaje,2
2390,Empleado de suministros,2
2391,Empleado de bodega,2
2392,Empleado de cámara de almacenaje,2
2393,Empleado de inventarios,2
2394,Empleado de proveeduría,2
2395,Empleado de recepción de productos,2
2396,Empleado de registro / corrales,2
2397,Almacenista,2
2398,Encargado de bodega,2
2399,Despachador de mercadería,2
2400,Recibidor de mercadería,2
2401,Chequeador de mercadería,2
2402,Recibidor de productos,2
2403,Empleado de abastecimiento de materiales para la producción,2
2404,Empleado de cálculo de materiales,2
2405,Auxiliar de producción ,2
2406,Auxiliar de programación de producción ,2
2407,Chequeador de buses,2
2408,Controlador administrativo de ferrocarril / mercancías,2
2409,Controlador administrativo de transporte por carretera,2
2410,Empleado de despacho / autobuses,2
2411,Empleado de despacho / barcos,2
2412,Empleado de despacho / camiones,2
2413,Empleado de despacho / ferrocarril,2
2414,Empleado de despacho / gasoducto,2
2415,Empleado de despacho / muelles,2
2416,Empleado de despacho / oleoducto,2
2417,Empleado de despacho / transporte aéreo,2
2418,Empleado de despacho / transporte de carga,2
2419,Empleado de despacho / transporte fluvial y transbordador,2
2420,Empleado de despacho / transporte marítimo,2
2421,Empleado de despacho / transporte por carretera (excepto autobuses),2
2422,Empleado de movimiento / trenes,2
2423,Empleado de operaciones / transporte aéreo,2
2424,Empleado de transporte aéreo / expedición,2
2425,Empleado de transporte aéreo / movimiento,2
2426,Empleado de transporte marítimo / estación terminal,2
2427,Empleado de transporte marítimo / muelle,2
2428,Empleado de transporte por carretera / depósito,2
2429,Empleado de transporte por carretera / tráfico,2
2430,Encargado de despacho / ferrocarril (depósito),2
2431,Encargado de despacho / muelle,2
2432,Encargado de despacho / transbordador,2
2433,Encargado de despacho / transporte por carretera (depósito),2
2434,Encargado de despacho / transporte por carretera (tráfico),2
2435,Despachador de taxis,2
2436,Asignador de rutas / entrega,2
2437,Empleado de despacho  transporte ,2
2438,Empleado de biblioteca,2
2439,Ayudante en biblioteca,2
2440,Auxiliar de biblioteca ,2
2441,Cartero,2
2442,Clasificador de correspondencia,2
2443,Empleado de correos de correspondencia / clasificación,2
2444,Empleado de distribución / correspondencia,2
2445,Empleado de correo,2
2446,Corrector de prueba de imprenta,2
2447,Codificador,2
2448,Codificador de datos estadísticos,2
2449,Codificador de estadísticas,2
2450,Codificador de tratamiento de datos,2
2451,Empleado de codificación,2
2452,Escribiente público,2
2453,Empleado de archivo administrativo,2
2454,Empleado de archivo criminal,2
2455,Empleado de inventario / museo,2
2456,Empleado de reproducción de documentos / oficinas,2
2457,Encargado de polígrafo y copiadora,2
2458,Empleado de archivo ,2
2459,Empleado de recursos humanos,2
2460,Asistente de recursos humanos,2
2461,Empleado de marcador de tiempo,2
2462,Empleado de registro de direcciones,2
2463,Empleado de registro de guías y repertorios,2
2464,Aeromoza,2
2465,Auxiliar de aeromoza / cabina,2
2466,Azafata,2
2467,Azafata de aeropuerto,2
2468,Azafata de avión,2
2469,Azafata de barco,2
2470,Sobrecargo,2
2471,Tripulante de cabina / pasajeros,2
2472,Jefe de aeromozas,2
2473,Jefe de azafatas,2
2474,Supervisor de aeromozas,2
2475,Supervisor de azafatas,2
2476,Cobrador de autobuses,2
2477,Cobrador de autocares,2
2478,Cobrador de funiculares,2
2479,Cobrador de tranvías,2
2480,Recogedor de tiquetes,2
2481,Revisor de tren,2
2482,Guía de excursiones,2
2483,Guía de expedición de caza,2
2484,Guía de galería de arte,2
2485,Guía de museos,2
2486,Guía de turismo,2
2487,Guía de viajes / autobús,2
2488,Guía de viajes / galería de arte,2
2489,Guía de viajes / local,2
2490,Guía de viajes / montañismo,2
2491,Guía de viajes / museos,2
2492,Guía de viajes / parques naturales,2
2493,Guía de viajes / pesca,2
2494,Guía de viajes / safari,2
2495,Guía de viajes / teatro y monumentos,2
2496,Guía turístico,2
2497,Guía de  rafting,2
2498,Guía alquiler caballos,2
2499,Cocinero de barco,2
2500,Cocinero de barco / comidas de la tripulación,2
2501,Cocinero de campamentos de trabajo,2
2502,Cocinero de conservación de alimentos,2
2503,Cocinero de dietas especiales,2
2504,Cocinero de restaurante,2
2505,Cocinero de vegetales,2
2506,Cocinero doméstico,2
2507,Parrillero,2
2508,Supervisores de restaurantes  comida rápida,2
2509,Cocinero,2
2510,Cocinera,2
2511,Camarero de barco,2
2512,Camarero de ferrocarril / vagón restaurante,2
2513,Camarero de servicio de etiqueta,2
2514,Camarero de servicio de vinos,2
2515,Camarero de  servicio de comidas y bebidas,2
2516,Mesero,2
2517,Salonero,2
2518,Sirviente de cantina,2
2519,Jefe de camareros,2
2520,Maitre,2
2521,Salonero,2
2522,Barman,2
2523,Bartender,2
2524,Coctelero,2
2525,Tabernero,2
2526,Cantinero,2
2527,Barbero,2
2528,Estilista,2
2529,Peinador,2
2530,Peluquero,2
2531,Especialista en cuidado del cabello,2
2532,Encargada de salón de belleza,2
2533,Empleada de salón de belleza,2
2534,Estilista cabello,2
2535,Cosmetólogo,2
2536,Encargado de vestuario y pelucas / teatro,2
2537,Especialista de tratamientos de belleza,2
2538,Manicurista,2
2539,Maquillador de cine,2
2540,Maquillador de salón,2
2541,Maquillador de teatro,2
2542,Pedicuro,2
2543,Maquillista,2
2544,Pinta uñas,2
2545,Maquillador,2
2546,Masajista estético,2
2547,Esteticista,2
2548,Jefe de limpieza,2
2549,Supervisor de limpieza,2
2550,Ecónomo,2
2551,Mayordomo,2
2552,Mayordomo de hotel o club,2
2553,Mayordomo de residencias,2
2554,Mayordomo de servicio doméstico,2
2555,Sacristán,2
2556,Encargado de mantenimiento de edificios,2
2557,Encargado de mantenimiento,2
2558,Jefe de mantenimiento,2
2559,Supervisor de mantenimiento,2
2560,Adivinador,2
2561,Astrólogo,2
2562,Cartomántico,2
2563,Numerólogo,2
2564,Numeromántico,2
2565,Oniromántico,2
2566,Quiromántico,2
2567,Ayudante de cámara,2
2568,Ayuda de cámara de personal,2
2569,Acompañante,2
2570,Dama de compañía,2
2571,Señora de compañía,2
2572,Ayuda de cámara de hotel,2
2573,Acompañante de cabaret,2
2574,Acompañante de club,2
2575,Acompañante de entretenimientos,2
2576,Amortajador,2
2577,Auxiliar de morgue,2
2578,Embalsamador,2
2579,Empleado de pompas fúnebres,2
2580,Empresario de pompas fúnebres,2
2581,Empleado de funeraria,2
2582,Encargado de funeraria,2
2583,Maquillador de muertos,2
2584,Comerciante de servicios fúnebres,2
2585,Cuidador de animales / parques zoológicos,2
2586,Cuidador de animales / reservas naturales,2
2587,Domador de caballos,2
2588,Entrenador de caballos,2
2589,Peluquero de animales,2
2590,Entrenador de perros,2
2591,Adiestrador de perros ,2
2592,Cuidador zoológico,2
2593,Domador de bueyes,2
2594,Instructor de conducción / vehículos automotores,2
2595,Instructor de educación vial,2
2596,Instructor de manejo,2
2597,Instructor en escuela de manejo,2
2598,Trabajador de prostitución,2
2599,Trabajador de servicios sexuales ,2
2600,Prostituta,2
2601,Trabajador del sexo,2
2602,Trabajadora de prostitución,2
2603,Trabajadora de servicios sexuales ,2
2604,Trabajadora del sexo,2
2605,Trabajador de prostitución,2
